entity_id,canonical_entity,entity_type,review_status,total_count,chapters,extraction_methods,notes
unclassified__commander_bond,Commander Bond,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__communications_workers,Communications Workers,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__communist_party,Communist Party,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__contacts_division,Contacts Division,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__coral_sea,Coral Sea,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__coreer_change,Coreer Change,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__corpus_christi_naval_air,"Corpus
Christi Naval Air",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__corpus_christi_day,Corpus Christi Day,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__corpus_christi_naval_air,Corpus Christi Naval Air,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__counseling_staff,Counseling Staff,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__crows_nest_harbor,Crows Nest Harbor,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__crows_nest_harbour,Crows Nest Harbour,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__cuban_missile,Cuban Missile,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__cyd_charisse,"Cyd
Charisse",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dallas_n_archibald,Dallas N. Archibald,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dave_murphy,"Dave
Murphy",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dave_murphy,Dave Murphy,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__david_whitmer,"David
Whitmer",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__david_e_murphy,David E. Murphy,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__david_murphy,David Murphy,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__david_smith,David Smith,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__defense_department,Defense Department,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__delaware_river,Delaware River,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__democratic_national_committees,Democratic National Committees,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__deputy_chief,"Deputy
Chief",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__deputy_director,"Deputy
Director",Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__deseret_news,Deseret News,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__diana_farrell,Diana Farrell,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dodge_polara,Dodge Polara,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dolley_madison_parkway,"Dolley
Madison Parkway",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__don_searle,Don Searle,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__dorrie_nelson,Dorrie Nelson,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__eagle_rock,"Eagle
Rock",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__eagle_scout,Eagle Scout,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__east_berlin,East Berlin,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__east_germany,East Germany,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__eastern_european,"Eastern
European",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ed_speight,Ed Speight,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__edith_johnson,Edith Johnson,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__edward_howard_hunt,Edward Howard Hunt,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__edwin_aldrin,"Edwin
Aldrin",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elaine_gwilliam,Elaine Gwilliam,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_kimball,"Elder
Kimball",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_evans,Elder Evans,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_harold_b_lee,Elder Harold B. Lee,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_kimball,Elder Kimball,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elder_richard_l_evans,Elder Richard L. Evans,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__elders_kimball,Elders Kimball,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__electric_co,Electric Co,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__electronics_technician,Electronics Technician,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ells_knudson,Ells Knudson,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__emigration_stake,Emigration Stake,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__english_channel,"English
Channel",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ensign_fugal,"Ensign
Fugal",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__environmental_protection_agency,"Environmental
Protection Agency",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__escola_americana,Escola Americana,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__evan_judd,Evan Judd,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__every_sunday,Every Sunday,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__executive_vice,"Executive
Vice",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__executive_vice,Executive Vice,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ezra_taft_benson,"Ezra
Taft Benson",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ezra_taft_benson,Ezra Taft Benson,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__falls_church,"Falls
Church",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__falls_church_ward,Falls Church Ward,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__family_relations,Family Relations,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__far_east,"Far
East",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__far_eastern,Far Eastern,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__federal_aviation_adminstration,Federal Aviation Adminstration,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__field_hospital,Field Hospital,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__first_stop,"First
Stop",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__first_avenue,First Avenue,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__first_national_city_bank,First National City Bank,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__first_senator,First Senator,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__floyd_e_graham,Floyd E. Graham,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ford_falcon,Ford Falcon,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__foreign_service_selection_boards,"Foreign
Service Selection Boards",Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__forest_service,Forest Service,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__forestry_service,Forestry Service,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__forrest_black,Forrest Black,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__franconia_estates,Franconia Estates,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__franconia_rd,Franconia Rd,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frank_carlucci,"Frank
Carlucci",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frank_carlucci,Frank Carlucci,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frank_kimball,Frank Kimball,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frank_t_pomeroy,Frank T. Pomeroy,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frank_william_gay,Frank William Gay,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__frederick_g_williams,"Frederick G.
Williams",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__freeman_lee,Freeman Lee,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__french_indo,French Indo,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__gary_powers,Gary Powers,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__gayla_green,Gayla Green,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_authorities,"General
Authorities",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_authorities,General Authorities,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_conference,General Conference,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_counsel,General Counsel,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_officer,General Officer,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__general_service_adminstration,"General Service
Adminstration",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_elmore,George Elmore,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_f_richards,George F. Richards,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_goolds,George Goolds,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_q_cannon,"George Q.
Cannon",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_q_cannon,George Q. Cannon,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_washington,George Washington,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__george_washington_university,George Washington University,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__gerald_ford_family,"Gerald Ford
Family",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__gerald_miller,Gerald Miller,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__golden_kimball,Golden Kimball,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__good_conduct_medal,Good Conduct Medal,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__grace_douglass,"Grace
Douglass",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__gracie_mansion,Gracie Mansion,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__grant_larsen,Grant Larsen,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__great_britain,Great Britain,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__great_russians,Great Russians,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__growth_land,Growth Land,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hal_milner,Hal Milner,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__harold_b_lee,Harold B. Lee,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__harold_stassen,Harold Stassen,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__harry_rositzke,Harry Rositzke,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__harry_s_truman,Harry S. Truman,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hawley_act,Hawley Act,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__he_joined,"He
Joined",Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__headquarters_duty,Headquarters Duty,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__heber_j_grant,"Heber J.
Grant",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__helen_jeanne_jeppsen,Helen Jeanne Jeppsen,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__henry_bradfords,Henry Bradfords,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hermano_rodrigues,Hermano Rodrigues,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_commissioner,High Commissioner,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_priest,High Priest,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_priest_group,High Priest Group,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_priest_group_leader,High Priest Group Leader,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__high_priests,High Priests,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hilton_richard,Hilton Richard,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hot_shoppes,Hot Shoppes,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hotel_california,Hotel California,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__howard_anderson,Howard Anderson,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hudson_river,Hudson River,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hugh_fleischer,Hugh Fleischer,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hugh_nibley,Hugh Nibley,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hugh_tovar,Hugh Tovar,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__hyland_office,Hyland Office,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__idaho_falls,"Idaho
Falls",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__iguazu_falls,Iguazu Falls,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ila_anderson,Ila Anderson,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_october,"In
October",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_april,In April,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_athens,In Athens,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_august_soviet,In August Soviet,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_february,In February,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_florence,In Florence,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_july,In July,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_june,In June,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_montevideo,In Montevideo,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_october,In October,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_rome,In Rome,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_september,In September,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__in_washington,In Washington,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__indaba_club,Indaba Club,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__industrial_relations,Industrial Relations,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
